pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_insol,st_teff,st_rad,habitability_label
K2-55 b,4.38,,0.035,141.3,4299.98,0.715385,0
K2-55 b,3.82,,0.03486,115.0,4456.0,0.63,0
K2-57 b,2.1,,0.0746,24.1,4434.0,0.621,0
K2-58 b,2.68,,0.0692,118.0,5413.0,0.86,0
K2-58 c,1.62,,0.035,462.0,5413.0,0.86,0
K2-58 d,1.71,,0.1517,24.6,5413.0,0.86,0
K2-59 b,2.41,,0.1354,17.1,5055.0,0.731,0
K2-59 c,2.3,,0.0905,38.3,5055.0,0.731,0
K2-6 b,2.5,,0.1882,28.6,5767.0,1.01,0
K2-60 b,9.9,,0.04179,1212.0,5749.0,1.47,0
K2-61 b,2.48,,0.0392,1686.0,6293.0,1.36,0
K2-62 b,2.14,,0.0636,66.0,4880.0,0.73,0
K2-62 c,2.14,,0.1148,20.5,4880.0,0.73,0
K2-63 b,3.22,,0.1627,188.0,6771.0,1.63,0
K2-63 c,3.9,,0.189,139.0,6771.0,1.63,0
K2-64 b,2.07,,0.0619,98.0,5312.0,0.726,0
K2-65 b,1.58,,0.1014,45.0,5213.0,0.84,0
K2-66 b,2.49,,0.06069,897.0,5958.0,1.71,0
K2-66 b,2.49,21.3,0.05983,840.0,5887.0,1.67,0
K2-68 b,1.58,,0.0708,41.0,4746.0,0.675,0
K2-69 b,2.32,,0.0591,17.9,4127.0,0.491,0
K2-7 b,4.12,,0.1864,125.0,5715.0,2.13,0
K2-70 b,2.89,,0.1112,62.0,5622.0,0.93,0
K2-71 b,2.15,,0.0559,13.4,4006.0,0.426,0
K2-72 b,1.08,,0.04,8.5,3360.47,0.330989,0
K2-72 b,0.75,,0.037,5.4,3497.0,0.232,0
K2-72 c,1.16,,0.078,2.2,3360.47,0.330989,0
K2-72 c,0.86,,0.0722,1.41,3497.0,0.232,1
K2-72 d,0.73,,0.0461,3.5,3497.0,0.232,0
K2-72 d,1.01,,0.05,5.4,3360.47,0.330989,0
K2-72 e,0.82,,0.098,0.76,3497.0,0.232,1
K2-72 e,1.29,,0.106,1.2,3360.47,0.330989,1
K2-73 b,2.45,,0.07619,213.0,5922.0,1.06,0
K2-74 b,2.31,,0.1402,59.1,6060.0,0.98,0
K2-75 b,2.67,,0.081,430.0,5995.0,1.56,0
K2-75 c,2.77,,0.1429,138.0,5995.0,1.56,0
K2-77 b,2.47,,0.076,83.0,5297.0,0.83,0
K2-79 b,4.09,9.2,0.0988,181.0,5897.0,1.265,0
K2-79 b,3.69,,0.0987,186.0,5926.0,1.28,0
K2-8 b,3.32,,0.0877,52.0,5147.0,0.8,0
K2-8 b,3.58,,0.0856,37.7,4870.0,0.74,0
K2-8 c,2.44,,0.0545,135.0,5147.0,0.8,0
K2-8 c,2.41,,0.0532,97.8,4870.0,0.74,0
K2-80 b,2.01,,0.135,32.5,5441.0,0.87,0
K2-80 c,1.47,,0.0596,166.0,5441.0,0.87,0
K2-81 b,1.82,,0.0579,44.0,4530.0,0.631,0
K2-81 b,1.97,,0.059,62.9,4674.13,0.634663,0
K2-83 b,1.71,,0.032,38.8,3875.75,0.547001,0
K2-83 b,1.244,,0.03014,41.5,3910.0,0.424,0
K2-83 c,1.483,,0.07131,7.42,3910.0,0.424,0
K2-83 c,2.11,,0.076,6.9,3875.75,0.547001,0
K2-84 b,2.41,,0.0665,178.0,5652.0,0.93,0
K2-84 c,2.03,,0.1768,25.3,5652.0,0.93,0
K2-85 b,1.37,,0.013,1069.1,4376.21,0.675849,0
K2-85 b,1.01,,0.01263,479.0,4268.0,0.507,0
K2-86 b,1.96,,0.077,78.0,5482.0,0.76,0
K2-87 b,4.6,,0.0876,85.0,5406.0,0.93,0
K2-88 b,2.3,,0.042,16.4,3624.15,0.459539,0
K2-88 b,1.23,,0.0345,7.8,3537.0,0.256,0
K2-89 b,0.615,,0.01462,78.0,3691.0,0.318,0
K2-89 b,1.08,,0.017,144.4,3677.0,0.535057,0
K2-9 b,5.6,,0.1098,4.4,4052.0,0.468,0
K2-9 b,2.25,,0.091,1.36,3390.0,0.31,0
K2-90 b,2.04,,0.0926,7.5,4136.0,0.494,0
K2-90 b,2.53,,0.1,10.2,4421.98,0.634754,0
K2-90 c,1.3,,0.035,80.8,4421.98,0.634754,0
K2-90 c,1.02,,0.0328,59.0,4136.0,0.494,0
K2-91 b,1.1,,0.0164,46.0,3622.0,0.284,0
K2-91 b,1.22,,0.018,56.1,3488.9,0.32067,0
KELT-10 b,15.681391,215.80657,0.0525,600.0,5948.0,1.209,0
KELT-11 b,15.35633,61.97685,0.06229,1433.0,5370.0,2.72,0
KELT-12 b,19.95202,301.9385,0.06708,1749.0,6279.0,2.37,0
KELT-18 b,17.59813,375.0394,0.0455,3152.0,6670.0,1.908,0
KELT-19 A b,21.40919,1293.5681,0.0637,2340.0,7500.0,1.83,0
KELT-20 b,19.514869,1074.90106,0.0542,4362.5,8720.0,1.565,0
KELT-21 b,17.777474,1242.7153,0.05224,2950.0,7598.0,1.638,0
KELT-23 A b,14.829507,298.12454,0.03302,991.183,5899.0,0.996,0
KELT-24 b,14.257848,1646.3594,0.06969,750.9,6509.0,1.506,0
KELT-24 b,12.71098411,1458.83238813,0.0665,624.0,6426.0,1.338,0
KELT-4 A b,19.044091,286.68266,0.04317,1840.0,6206.0,1.603,0
KELT-9 b,21.196219,915.3504,0.03462,44900.0,10170.0,2.362,0
KIC 5437945 b,6.7,,1.1455,2.14,6340.0,1.393,0
KIC 5437945 b,8.993,,1.19671,2.9,6054.0,1.868,0
KIC 5437945 b,6.7,,1.1455,2.14,6340.0,1.393,0
KIC 5437945 b,6.7,,1.1455,2.14,6340.0,1.393,0
KIC 5437945 b,7.23,,1.1455,2.14,6340.0,1.393,0
KIC 9663113 b,3.78,,1.3337,0.69,6065.0,1.006,0
KIC 9663113 b,8.042,,1.55346,2.6,6218.0,2.146,0
KIC 9663113 b,3.78,,1.3337,0.69,6065.0,1.006,0
KIC 9663113 b,5.8,,1.4062,1.15,6226.0,1.299,0
KOI-12 b,13.16,,0.1491,163.04,6823.0,1.367,0
KOI-12 b,14.63,,0.1463,186.24,6635.0,1.516,0
KOI-12 b,14.63,,0.1463,186.24,6635.0,1.516,0
KOI-12 b,14.63,,0.1463,186.24,6635.0,1.516,0
KOI-1257 b,7.62,,0.3529,4.24,5321.0,0.858,0
KOI-1257 b,7.62,,0.3529,4.24,5321.0,0.858,0
KOI-1257 b,9.4,,0.3786,7.28,5522.0,1.12,0
KOI-1257 b,7.62,,0.3529,4.24,5321.0,0.858,0
KOI-13 b,21.42,,0.0386,37958.27,9107.0,3.031,0
KOI-13 b,25.8,,0.0386,37958.27,9107.0,3.031,0
KOI-13 b,25.8,,0.0386,37958.27,9107.0,3.031,0
KOI-13 b,25.8,,0.0386,37958.27,9107.0,3.031,0
KOI-134 b,12.28,,0.3582,28.2,6038.0,1.744,0
KOI-134 b,12.024,,0.36252,30.0,6236.0,1.706,0
KOI-134 b,12.03844527,346.43296363,0.363,45.0,6160.0,1.667,0
KOI-134 b,12.28,,0.3582,28.2,6038.0,1.744,0
KOI-134 b,12.1,,0.3582,28.2,6038.0,1.744,0
KOI-142 b,3.93,,0.098,78.19,5575.0,0.932,0
KOI-142 b,3.796,,0.09586,70.5,5466.0,0.9,0
KOI-142 b,3.93,,0.098,78.19,5575.0,0.932,0
KOI-1599.01,1.76,,0.1473,44.8,5823.0,0.972,0
KOI-1599.01,2.9,,0.1473,44.8,5823.0,0.972,0
KOI-1599.01,1.76,,0.1473,44.8,5823.0,0.972,0
KOI-1599.01,1.76,,0.1473,44.8,5823.0,0.972,0
KOI-1599.02,64.05,,0.1125,76.81,5823.0,0.972,0
KOI-1599.02,64.05,,0.1125,76.81,5823.0,0.972,0
KOI-1599.02,64.05,,0.1125,76.81,5823.0,0.972,0
KOI-1599.02,22.29,,0.1125,76.81,5823.0,0.972,0
KOI-1783.01,7.5,,0.5187,4.55,6215.0,0.957,0
KOI-1783.01,8.954,,0.52661,5.2,5923.0,1.143,0
KOI-1783.01,10.52,,0.5135,6.81,5791.0,1.336,0
KOI-1783.01,7.5,,0.5187,4.55,6215.0,0.957,0
KOI-1783.01,7.5,,0.5187,4.55,6215.0,0.957,0
KOI-1783.02,4.4,,0.8539,1.68,6215.0,0.957,0
KOI-1783.02,6.36,,0.8453,2.51,5791.0,1.336,0
KOI-1783.02,4.4,,0.8539,1.68,6215.0,0.957,0
KOI-1783.02,5.253,,0.86695,1.9,5923.0,1.143,0
KOI-1783.02,4.4,,0.8539,1.68,6215.0,0.957,0
KOI-1831 d,1.175,,0.19924,11.8,5233.0,0.835,0
KOI-1831 d,1.13,,0.199,11.98,5355.0,0.803,0
KOI-1831 d,1.1,,0.1949,11.67,5191.0,0.826,0
KOI-1831 d,1.13,,0.199,11.98,5355.0,0.803,0
KOI-1831 d,1.13,,0.199,11.98,5355.0,0.803,0
KOI-1833 d,1.95,,0.0632,27.88,4397.0,0.577,0
KOI-1833 d,2.58,,0.0634,27.35,4402.0,0.572,0
KOI-1833 d,1.95,,0.0632,27.88,4397.0,0.577,0
KOI-1833 d,1.95,,0.0632,27.88,4397.0,0.577,0
KOI-217 b,12.78,,0.0485,282.59,5543.0,0.887,0
KOI-217 b,13.14,,0.0485,282.59,5543.0,0.887,0
KOI-217 b,13.14,,0.0485,282.59,5543.0,0.887,0
KOI-217 b,13.14,,0.0485,282.59,5543.0,0.887,0
KOI-2513.01,103.23,,0.1412,78.19,6347.0,1.036,0
KOI-2513.01,28.47,,0.1412,78.19,6347.0,1.036,0
KOI-2513.01,103.23,,0.1412,78.19,6347.0,1.036,0
KOI-2513.01,103.23,,0.1412,78.19,6347.0,1.036,0
KOI-3503 b,0.77,,0.1457,48.81,6338.0,0.847,0
KOI-3503 b,1.142,,0.14247,90.2,6001.0,1.255,0
KOI-3503 b,0.77,,0.1457,48.81,6338.0,0.847,0
KOI-3503 b,0.79,,0.1462,49.23,6355.0,0.849,0
KOI-3503 b,0.77,,0.1457,48.81,6338.0,0.847,0
KOI-3503 c,1.185,,0.18688,52.5,6001.0,1.255,0
KOI-3503 c,0.8,,0.1911,28.37,6338.0,0.847,0
KOI-3503 c,0.8,,0.1911,28.37,6338.0,0.847,0
KOI-351 b,1.15,,0.0709,299.49,6238.0,1.054,0
KOI-351 b,1.3,,0.0742,300.1,6015.0,1.185,0
KOI-351 b,1.15,,0.0709,299.49,6238.0,1.054,0
KOI-351 b,1.29,,0.0738,300.58,5970.0,1.2,0
KOI-351 c,1.29,,0.0821,223.35,6238.0,1.054,0
KOI-351 c,1.53,,0.0854,224.47,5970.0,1.2,0
KOI-351 c,1.29,,0.0821,223.35,6238.0,1.054,0
KOI-351 c,1.445,,0.08582,224.4,6015.0,1.185,0
KOI-351 d,2.55,,0.296,17.18,6238.0,1.054,0
KOI-351 d,2.55,,0.296,17.18,6238.0,1.054,0
KOI-351 d,2.866,,0.3096,17.2,6015.0,1.185,0
KOI-351 d,2.84,,0.308,17.26,5970.0,1.2,0
KOI-351 e,2.62,,0.4105,9.71,5970.0,1.2,0
KOI-351 e,2.32,,0.3945,9.67,6238.0,1.054,0
KOI-351 e,2.32,,0.3945,9.67,6238.0,1.054,0
KOI-351 e,2.612,,0.41275,9.7,6015.0,1.185,0
KOI-351 f,2.77,,0.5062,6.4,6015.0,1.185,0
KOI-351 f,3.37,,0.5036,6.45,5970.0,1.2,0
KOI-351 f,2.46,,0.484,6.43,6238.0,1.054,0
KOI-351 f,2.46,,0.484,6.43,6238.0,1.054,0
KOI-351 g,6.86,,0.6856,3.2,6238.0,1.054,0
KOI-351 g,7.7,,0.7133,3.22,5970.0,1.2,0
KOI-351 g,6.86,,0.6856,3.2,6238.0,1.054,0
KOI-351 g,7.718,,0.71704,3.2,6015.0,1.185,0
KOI-351 h,10.01,,0.9279,1.75,6238.0,1.054,0
KOI-351 h,10.01,,0.9279,1.75,6238.0,1.054,0
KOI-351 h,11.252,,0.97062,1.7,6015.0,1.185,0
KOI-351 h,10.89,,0.9654,1.76,5970.0,1.2,0
KOI-351 h,10.01,,0.9279,1.75,6238.0,1.054,0
KOI-3680 b,10.64,,0.5319,3.25,5926.0,0.913,0
KOI-3680 b,10.64,,0.5319,3.25,5926.0,0.913,0
KOI-3680 b,11.559,,0.54558,3.3,5793.0,0.992,0
KOI-3680 b,11.49,,0.5205,3.62,5705.0,1.017,0
KOI-3680 b,10.64,,0.5319,3.25,5926.0,0.913,0
KOI-4777.01,0.51,99.2,0.008,320.0,3515.0,0.4,0
KOI-4777.01,0.42,,0.0113,73.09,3396.0,0.28,0
KOI-4777.01,0.42,,0.0113,73.09,3396.0,0.28,0
KOI-4777.01,0.42,,0.0113,73.09,3396.0,0.28,0
KOI-7368 b,3.94,,0.0678,99.24,5225.0,0.827,0
KOI-7913 b,2.03,,0.1456,8.27,4450.0,0.707,0
KOI-94 b,1.55,,0.0485,885.02,6098.0,1.297,0
KOI-94 b,1.638,,0.04984,989.2,6181.0,1.368,0
KOI-94 b,1.55,,0.0485,885.02,6098.0,1.297,0
KOI-94 b,1.55,,0.0485,885.02,6098.0,1.297,0
KOI-94 b,1.5,,0.0488,971.76,6181.0,1.331,0
KOI-94 c,3.864,,0.09863,252.2,6181.0,1.368,0
KOI-94 c,3.66,,0.096,225.89,6098.0,1.297,0
KOI-94 c,3.66,,0.096,225.89,6098.0,1.297,0
KOI-94 c,3.66,,0.096,225.89,6098.0,1.297,0
KOI-94 c,3.72,,0.0967,247.48,6181.0,1.331,0
KOI-94 d,9.77,,0.1596,81.73,6098.0,1.297,0
KOI-94 d,9.77,,0.1596,81.73,6098.0,1.297,0
KOI-94 d,9.99,,0.1607,89.61,6181.0,1.331,0
KOI-94 d,10.311,,0.16397,91.2,6181.0,1.368,0
KOI-94 d,9.77,,0.1596,81.73,6098.0,1.297,0
KOI-94 e,5.79,,0.2885,25.01,6098.0,1.297,0
KOI-94 e,6.07,,0.2906,27.4,6181.0,1.331,0
KOI-94 e,5.79,,0.2885,25.01,6098.0,1.297,0
KOI-94 e,6.116,,0.29646,27.9,6181.0,1.368,0
KOI-94 e,5.79,,0.2885,25.01,6098.0,1.297,0
KOI-984 b,2.78,,0.0516,234.19,5505.0,0.871,0
KOI-984 b,2.78,,0.0516,234.19,5505.0,0.871,0
KOI-984 b,2.29,,0.0501,186.31,5296.0,0.815,0
KOI-984 b,2.78,,0.0516,234.19,5505.0,0.871,0
KPS-1 b,11.54527,346.4347,0.0269,729.0,5165.0,0.907,0
Kepler-10 b,1.43,,0.0167,3630.32,5676.0,1.044,0
Kepler-10 b,1.45,,0.0168,3545.07,5627.0,1.056,0
Kepler-10 b,1.489,,0.01661,3750.9,5599.0,1.083,0
Kepler-10 b,1.45,,0.0168,3545.07,5627.0,1.056,0
Kepler-10 b,1.47,3.26,0.01685,3820.0,5708.0,1.065,0
Kepler-10 b,1.45,,0.0168,3545.07,5627.0,1.056,0
Kepler-10 c,2.28,,0.2397,17.41,5627.0,1.056,0
Kepler-10 c,2.26,,0.2388,17.75,5676.0,1.044,0
Kepler-10 c,2.28,,0.2397,17.41,5627.0,1.056,0
Kepler-10 c,2.28,,0.2397,17.41,5627.0,1.056,0
Kepler-10 c,2.355,11.4,0.241,18.68,5708.0,1.065,0
Kepler-10 c,2.34,,0.23758,18.3,5599.0,1.083,0
Kepler-100 b,1.3,,0.072,420.97,5788.0,1.474,0
Kepler-100 b,1.344,,0.07309,459.2,5854.0,1.526,0
Kepler-100 b,1.31,,0.0727,432.81,5825.0,1.49,0
Kepler-100 b,1.31,,0.0727,432.81,5825.0,1.49,0
Kepler-100 b,1.31,,0.0727,432.81,5825.0,1.49,0
Kepler-100 c,2.34,,0.11061,200.8,5854.0,1.526,0
Kepler-100 c,2.26,,0.109,183.68,5788.0,1.474,0
Kepler-100 c,2.28,,0.11,189.05,5825.0,1.49,0
Kepler-100 c,2.28,,0.11,189.05,5825.0,1.49,0
Kepler-100 c,2.28,,0.11,189.05,5825.0,1.49,0
Kepler-100 d,1.5,,0.2163,48.89,5825.0,1.49,0
Kepler-100 d,1.536,,0.21747,51.9,5854.0,1.526,0
Kepler-100 d,1.5,,0.2163,48.89,5825.0,1.49,0
Kepler-100 d,1.55,,0.2143,47.52,5788.0,1.474,0
Kepler-100 d,1.5,,0.2163,48.89,5825.0,1.49,0
Kepler-1000 b,4.54,,0.5337,11.84,6469.0,1.467,0
Kepler-1000 b,4.67,,0.5244,14.87,6749.0,1.484,0
Kepler-1000 b,4.67,,0.5244,14.87,6749.0,1.484,0
Kepler-1000 b,5.63,,0.5326,17.2,6421.0,1.789,0
Kepler-1000 b,4.67,,0.5244,14.87,6749.0,1.484,0
Kepler-1001 b,3.11,,0.1128,55.23,5735.0,0.852,0
Kepler-1001 b,3.11,,0.1128,55.23,5735.0,0.852,0
Kepler-1001 b,3.11,,0.1128,55.23,5735.0,0.852,0
Kepler-1001 b,3.05,,0.1129,54.59,5741.0,0.846,0
Kepler-1001 b,2.909,,0.11147,40.2,5440.0,0.796,0
Kepler-1001 c,1.55,,0.084,99.6,5735.0,0.852,0
Kepler-1001 c,1.45,,0.08296,72.4,5440.0,0.796,0
Kepler-1001 c,2.17,,0.084,98.61,5741.0,0.846,0
Kepler-1001 c,1.55,,0.084,99.6,5735.0,0.852,0
Kepler-1001 c,1.55,,0.084,99.6,5735.0,0.852,0
Kepler-1002 b,1.75,,0.0564,1054.56,6180.0,1.603,0
Kepler-1002 b,1.63,,0.0553,981.68,6099.0,1.557,0
Kepler-1002 b,1.63,,0.0553,981.68,6099.0,1.557,0
Kepler-1002 b,1.63,,0.0553,981.68,6099.0,1.557,0
Kepler-1003 b,1.3,,0.0445,421.09,6068.0,0.829,0
Kepler-1003 b,1.29,,0.0444,425.04,6068.0,0.831,0
Kepler-1003 b,1.3,,0.0445,421.09,6068.0,0.829,0
Kepler-1003 b,1.3,,0.0445,421.09,6068.0,0.829,0
Kepler-1003 b,2.012,,0.04333,817.5,5672.0,1.286,0
Kepler-1004 b,7.09,,0.0665,1805.27,4992.0,3.79,0
Kepler-1004 b,7.1,,0.0671,1802.31,4994.0,3.818,0
Kepler-1004 b,6.538,,0.06791,1498.3,5008.0,3.502,0
Kepler-1004 b,7.09,,0.0665,1805.27,4992.0,3.79,0
Kepler-1004 b,7.09,,0.0665,1805.27,4992.0,3.79,0
Kepler-1005 b,1.52,,0.0663,262.88,5718.0,1.099,0
Kepler-1005 b,1.87,,0.0669,262.18,5727.0,1.104,0
Kepler-1005 b,1.52,,0.0663,262.88,5718.0,1.099,0
Kepler-1005 b,1.52,,0.0663,262.88,5718.0,1.099,0
Kepler-1005 b,1.619,,0.06717,291.2,5728.0,1.167,0
Kepler-1006 b,2.46,,0.1464,92.38,6327.0,1.175,0
Kepler-1006 b,2.46,,0.1464,92.38,6327.0,1.175,0
Kepler-1006 b,2.81,,0.1464,92.38,6327.0,1.175,0
Kepler-1006 b,2.46,,0.1464,92.38,6327.0,1.175,0
Kepler-1007 b,1.17,,0.048,42.62,4325.0,0.56,0
Kepler-1007 b,1.17,,0.048,42.62,4325.0,0.56,0
Kepler-1007 b,1.15,,0.048,42.62,4325.0,0.56,0
Kepler-1007 b,1.17,,0.048,42.62,4325.0,0.56,0
Kepler-1008 b,2.83,,0.102,174.46,5108.0,1.726,0
Kepler-1008 b,1.206,,0.09755,33.1,5045.0,0.737,0
Kepler-1008 b,1.3,,0.0951,36.57,4987.0,0.773,0
Kepler-1008 b,2.83,,0.102,174.46,5108.0,1.726,0
Kepler-1008 b,2.83,,0.102,174.46,5108.0,1.726,0
Kepler-1009 b,2.08,,0.0811,9.26,3901.0,0.542,0
Kepler-1009 b,2.08,,0.0811,9.26,3901.0,0.542,0
Kepler-1009 b,1.75,,0.0796,6.25,3597.0,0.514,0
Kepler-1009 b,2.08,,0.0811,9.26,3901.0,0.542,0
Kepler-101 b,5.97,,0.04844,1076.4,5661.0,1.655,0
Kepler-101 b,4.36,,0.0468,656.81,5761.0,1.208,0
Kepler-101 b,5.64,,0.0461,1033.07,5576.0,1.593,0
Kepler-101 b,4.36,,0.0468,656.81,5761.0,1.208,0
Kepler-101 b,4.36,,0.0468,656.81,5761.0,1.208,0
Kepler-101 c,1.241,,0.06976,519.9,5661.0,1.655,0
Kepler-101 c,0.91,,0.0675,315.74,5761.0,1.208,0
Kepler-101 c,1.18,,0.0665,496.46,5576.0,1.593,0
Kepler-101 c,0.91,,0.0675,315.74,5761.0,1.208,0
Kepler-101 c,0.91,,0.0675,315.74,5761.0,1.208,0
Kepler-1010 b,2.44,,0.193,12.2,5083.0,0.872,0
Kepler-1010 b,2.47,,0.1925,14.56,5325.0,0.866,0
Kepler-1010 b,2.47,,0.1925,14.56,5325.0,0.866,0
Kepler-1010 b,2.47,,0.1925,14.56,5325.0,0.866,0
Kepler-1011 b,3.14,,0.0633,169.44,5445.0,0.929,0
Kepler-1011 b,3.05,,0.0633,169.44,5445.0,0.929,0
Kepler-1011 b,3.05,,0.0633,169.44,5445.0,0.929,0
Kepler-1011 b,3.05,,0.0633,169.44,5445.0,0.929,0
Kepler-1012 b,1.29,,0.0598,177.78,5451.0,0.897,0
Kepler-1012 b,1.265,,0.06066,174.1,5500.0,0.884,0
Kepler-1012 b,1.29,,0.0598,177.78,5451.0,0.897,0
Kepler-1012 b,1.49,,0.0585,179.62,5448.0,0.883,0
Kepler-1012 b,1.29,,0.0598,177.78,5451.0,0.897,0
Kepler-1013 b,4.7,,0.137,81.42,5015.0,1.643,0
Kepler-1013 b,4.7,,0.137,81.42,5015.0,1.643,0
Kepler-1013 b,4.7,,0.137,81.42,5015.0,1.643,0
Kepler-1013 b,4.41,,0.137,81.42,5015.0,1.643,0
Kepler-1014 b,2.21,,0.1204,34.67,5484.0,0.788,0
Kepler-1014 b,2.21,,0.1204,34.67,5484.0,0.788,0
Kepler-1014 b,2.03,,0.121,33.53,5483.0,0.779,0
Kepler-1014 b,2.21,,0.1204,34.67,5484.0,0.788,0
Kepler-1015 b,2.6,,0.1339,182.89,6711.0,1.344,0
Kepler-1015 b,2.6,,0.1339,182.89,6711.0,1.344,0
Kepler-1015 b,3.71,,0.1396,276.53,6384.0,1.904,0
Kepler-1015 b,2.803,,0.1345,180.0,6443.0,1.451,0
Kepler-1015 b,2.6,,0.1339,182.89,6711.0,1.344,0
Kepler-1016 b,2.12,,0.031,1140.67,6060.0,0.953,0
Kepler-1016 b,2.38,,0.0307,1331.18,5741.0,1.136,0
Kepler-1016 b,2.12,,0.031,1140.67,6060.0,0.953,0
Kepler-1016 b,2.12,,0.031,1140.67,6060.0,0.953,0
Kepler-1016 b,2.508,,0.03044,1377.1,5780.0,1.128,0
Kepler-1016 c,3.5,,0.4428,5.59,6060.0,0.953,0
Kepler-1016 c,4.22,,0.4389,6.51,5741.0,1.136,0
Kepler-1016 c,3.5,,0.4428,5.59,6060.0,0.953,0
Kepler-1016 c,4.15,,0.43519,6.7,5780.0,1.128,0
Kepler-1016 c,3.5,,0.4428,5.59,6060.0,0.953,0
Kepler-1017 b,3.08,,0.0734,284.24,5579.0,1.329,0
Kepler-1017 b,3.08,,0.0734,284.24,5579.0,1.329,0
Kepler-1017 b,3.08,,0.0734,284.24,5579.0,1.329,0
Kepler-1017 b,1.78,,0.0702,112.48,5411.0,0.85,0
Kepler-1017 b,2.017,,0.07196,111.4,5400.0,0.87,0
Kepler-1018 b,2.72,,0.2657,12.25,5807.0,0.922,0
Kepler-1018 b,2.72,,0.2657,12.25,5807.0,0.922,0
Kepler-1018 b,2.72,,0.2657,12.25,5807.0,0.922,0
Kepler-1018 b,3.28,,0.253,14.57,5393.0,1.11,0
Kepler-1019 b,1.71,,0.0221,436.04,4575.0,0.737,0
Kepler-1019 b,1.36,,0.0209,286.57,4350.0,0.625,0
Kepler-1019 b,1.36,,0.0209,286.57,4350.0,0.625,0
Kepler-1019 b,1.36,,0.0209,286.57,4350.0,0.625,0
Kepler-102 b,0.49,,0.0536,95.21,4812.0,0.755,0
Kepler-102 b,0.471,,0.05524,89.6,4909.0,0.724,0
Kepler-102 b,0.49,,0.0536,95.21,4812.0,0.755,0
Kepler-102 b,0.51,,0.0552,92.97,4900.0,0.741,0
Kepler-102 b,0.46,1.1,0.05521,90.0,4909.0,0.724,0
Kepler-102 b,0.49,,0.0536,95.21,4812.0,0.755,0
Kepler-102 c,0.567,1.7,0.06702,61.0,4909.0,0.724,0
Kepler-102 c,0.58,,0.0651,64.54,4812.0,0.755,0
Kepler-102 c,0.554,,0.06706,60.7,4909.0,0.724,0
Kepler-102 c,0.58,,0.0651,64.54,4812.0,0.755,0
Kepler-102 c,0.58,,0.0651,64.54,4812.0,0.755,0
Kepler-102 c,0.63,,0.067,63.11,4900.0,0.741,0
Kepler-102 d,1.4,,0.0837,39.04,4812.0,0.755,0
Kepler-102 d,1.34,,0.08624,36.8,4909.0,0.724,0
Kepler-102 d,1.4,,0.0837,39.04,4812.0,0.755,0
Kepler-102 d,1.154,3.0,0.08618,36.9,4909.0,0.724,0
Kepler-102 d,1.4,,0.0837,39.04,4812.0,0.755,0
Kepler-102 d,1.34,,0.0862,38.13,4900.0,0.741,0
Kepler-102 e,2.52,,0.1129,21.46,4812.0,0.755,0
Kepler-102 e,2.414,,0.11627,20.2,4909.0,0.724,0
Kepler-102 e,2.17,4.7,0.1162,20.3,4909.0,0.724,0
Kepler-102 e,2.52,,0.1129,21.46,4812.0,0.755,0
Kepler-102 e,2.48,,0.1162,20.98,4900.0,0.741,0
Kepler-102 e,2.52,,0.1129,21.46,4812.0,0.755,0
Kepler-102 f,0.79,,0.1608,10.58,4812.0,0.755,0
Kepler-102 f,0.861,4.3,0.1656,10.0,4909.0,0.724,0
Kepler-102 f,0.95,,0.1655,10.34,4900.0,0.741,0
Kepler-102 f,0.79,,0.1608,10.58,4812.0,0.755,0
Kepler-102 f,0.753,,0.16564,10.0,4909.0,0.724,0
Kepler-102 f,0.79,,0.1608,10.58,4812.0,0.755,0
Kepler-1020 b,2.01,,0.3796,2.28,5229.0,0.701,0
Kepler-1020 b,2.157,,0.37594,2.4,5109.0,0.752,0
Kepler-1020 b,2.37,,0.3878,2.64,5162.0,0.791,0
Kepler-1020 b,2.01,,0.3796,2.28,5229.0,0.701,0
Kepler-1020 b,2.01,,0.3796,2.28,5229.0,0.701,0
Kepler-1021 b,1.96,,0.1034,38.21,5395.0,0.734,0
Kepler-1021 b,2.07,,0.1029,40.49,5413.0,0.747,0
Kepler-1021 b,2.07,,0.1029,40.49,5413.0,0.747,0
Kepler-1021 b,2.07,,0.1029,40.49,5413.0,0.747,0
Kepler-1022 b,2.02,,0.0805,16.24,4302.0,0.586,0
Kepler-1022 b,2.02,,0.0805,16.24,4302.0,0.586,0
Kepler-1022 b,1.71,,0.0805,16.24,4302.0,0.586,0
Kepler-1022 b,2.02,,0.0805,16.24,4302.0,0.586,0
Kepler-1023 b,2.78,,0.3103,7.75,5576.0,0.929,0
Kepler-1023 b,2.78,,0.3103,7.75,5576.0,0.929,0
Kepler-1023 b,5.14,,0.301,17.88,5123.0,1.621,0
Kepler-1023 b,2.78,,0.3103,7.75,5576.0,0.929,0
Kepler-1023 b,2.73,,0.30284,6.7,5354.0,0.911,0
Kepler-1024 b,3.44,,0.3033,4.71,5383.0,0.759,0
Kepler-1024 b,3.77,,0.3022,4.7,5387.0,0.755,0
Kepler-1024 b,3.77,,0.3022,4.7,5387.0,0.755,0
Kepler-1024 b,3.77,,0.3022,4.7,5387.0,0.755,0
Kepler-1025 b,35.34,,0.3344,1769.88,4907.0,19.53,0
Kepler-1025 b,1.64,,0.2186,24.6,6253.0,0.927,0
Kepler-1025 b,2.261,,0.21607,41.6,6031.0,1.278,0
