pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_insol,st_teff,st_rad,habitability_label
Kepler-1301 b,1.35,,0.0815,68.75,5354.0,0.788,0
Kepler-1301 b,1.41,,0.0815,68.75,5354.0,0.788,0
Kepler-1301 b,1.41,,0.0815,68.75,5354.0,0.788,0
Kepler-1301 b,1.41,,0.0815,68.75,5354.0,0.788,0
Kepler-1302 b,1.48,,0.0795,86.5,5330.0,0.87,0
Kepler-1302 b,1.94,,0.0795,86.5,5330.0,0.87,0
Kepler-1302 b,1.48,,0.0795,86.5,5330.0,0.87,0
Kepler-1302 b,1.48,,0.0795,86.5,5330.0,0.87,0
Kepler-1303 b,1.25,,0.0751,149.17,5853.0,0.895,0
Kepler-1303 b,1.25,,0.0751,149.17,5853.0,0.895,0
Kepler-1303 b,1.2,,0.0751,149.17,5853.0,0.895,0
Kepler-1303 b,1.25,,0.0751,149.17,5853.0,0.895,0
Kepler-1304 b,2.94,,0.1202,61.87,5392.0,1.087,0
Kepler-1304 b,2.31,,0.1138,36.62,5295.0,0.821,0
Kepler-1304 b,2.31,,0.1138,36.62,5295.0,0.821,0
Kepler-1304 b,2.31,,0.1138,36.62,5295.0,0.821,0
Kepler-1305 b,1.75,,0.1109,68.41,5853.0,0.895,0
Kepler-1305 b,1.75,,0.1109,68.41,5853.0,0.895,0
Kepler-1305 b,1.75,,0.1109,68.41,5853.0,0.895,0
Kepler-1305 b,1.75,,0.1109,68.41,5853.0,0.895,0
Kepler-1306 b,1.83,,0.123,49.81,5495.0,0.961,0
Kepler-1306 b,1.76,,0.1245,49.43,5796.0,0.871,0
Kepler-1306 b,1.76,,0.1245,49.43,5796.0,0.871,0
Kepler-1306 b,1.76,,0.1245,49.43,5796.0,0.871,0
Kepler-1307 b,2.47,,0.1369,82.38,6245.0,1.065,0
Kepler-1307 b,2.47,,0.1369,82.38,6245.0,1.065,0
Kepler-1307 b,2.47,,0.1369,82.38,6245.0,1.065,0
Kepler-1307 b,2.39,,0.1369,82.38,6245.0,1.065,0
Kepler-1308 b,0.52,,0.0227,27.95,3410.0,0.345,0
Kepler-1308 b,0.52,,0.0227,27.95,3410.0,0.345,0
Kepler-1308 b,0.79,,0.025,45.34,3605.0,0.433,0
Kepler-1308 b,0.52,,0.0227,27.95,3410.0,0.345,0
Kepler-1309 b,2.66,,0.1679,13.77,5151.0,0.785,0
Kepler-1309 b,2.27,,0.1679,13.77,5151.0,0.785,0
Kepler-1309 b,2.27,,0.1679,13.77,5151.0,0.785,0
Kepler-1309 b,2.27,,0.1679,13.77,5151.0,0.785,0
Kepler-131 b,1.98,,0.1277,56.65,5791.0,0.958,0
Kepler-131 b,2.13,,0.1238,62.74,5680.0,1.016,0
Kepler-131 b,1.98,,0.1277,56.65,5791.0,0.958,0
Kepler-131 b,2.064,,0.12789,61.3,5787.0,0.999,0
Kepler-131 b,1.98,,0.1277,56.65,5791.0,0.958,0
Kepler-131 c,0.83,,0.1684,33.91,5680.0,1.016,0
Kepler-131 c,0.77,,0.1736,30.65,5791.0,0.958,0
Kepler-131 c,0.806,,0.17391,33.2,5787.0,0.999,0
Kepler-131 c,0.77,,0.1736,30.65,5791.0,0.958,0
Kepler-131 c,0.77,,0.1736,30.65,5791.0,0.958,0
Kepler-1310 b,1.4,,0.0148,2982.78,5440.0,0.913,0
Kepler-1310 b,1.25,,0.0144,2561.85,5596.0,0.778,0
Kepler-1310 b,1.25,,0.0144,2561.85,5596.0,0.778,0
Kepler-1310 b,1.25,,0.0144,2561.85,5596.0,0.778,0
Kepler-1310 b,1.395,,0.01452,2858.4,5463.0,0.869,0
Kepler-1311 b,1.06,,0.0979,183.4,5988.0,1.236,0
Kepler-1311 b,1.448,,0.10082,275.6,5754.0,1.687,0
Kepler-1311 b,1.06,,0.0979,183.4,5988.0,1.236,0
Kepler-1311 b,1.06,,0.0979,183.4,5988.0,1.236,0
Kepler-1311 b,1.5,,0.0989,255.06,5616.0,1.674,0
Kepler-1311 c,1.05,,0.0364,1326.69,5988.0,1.236,0
Kepler-1311 c,1.434,,0.03753,1986.4,5754.0,1.687,0
Kepler-1311 c,1.05,,0.0364,1326.69,5988.0,1.236,0
Kepler-1311 c,1.05,,0.0364,1326.69,5988.0,1.236,0
Kepler-1311 c,1.36,,0.0368,1842.18,5616.0,1.674,0
Kepler-1311 d,9.52,,0.6711,5.54,5616.0,1.674,0
Kepler-1311 d,7.22,,0.6647,3.98,5988.0,1.236,0
Kepler-1311 d,7.22,,0.6647,3.98,5988.0,1.236,0
Kepler-1311 d,9.849,,0.68434,6.0,5754.0,1.687,0
Kepler-1311 d,7.22,,0.6647,3.98,5988.0,1.236,0
Kepler-1312 b,1.8,,0.0575,171.57,5674.0,0.782,0
Kepler-1312 b,1.8,,0.0575,171.57,5674.0,0.782,0
Kepler-1312 b,1.8,,0.0575,171.57,5674.0,0.782,0
Kepler-1312 b,2.053,,0.06053,213.8,5756.0,0.892,0
Kepler-1312 b,2.17,,0.0603,215.95,5721.0,0.905,0
Kepler-1312 c,1.0,,0.0209,1797.63,5721.0,0.905,0
Kepler-1312 c,0.84,,0.02,1418.14,5674.0,0.782,0
Kepler-1312 c,0.84,,0.02,1418.14,5674.0,0.782,0
Kepler-1312 c,0.84,,0.02,1418.14,5674.0,0.782,0
Kepler-1312 c,0.958,,0.02103,1770.2,5756.0,0.892,0
Kepler-1313 b,3.56,,0.0454,994.01,5351.0,1.671,0
Kepler-1313 b,2.25,,0.046,247.8,5397.0,0.831,0
Kepler-1313 b,1.675,,0.04619,223.8,5416.0,0.787,0
Kepler-1313 b,3.56,,0.0454,994.01,5351.0,1.671,0
Kepler-1313 b,3.56,,0.0454,994.01,5351.0,1.671,0
Kepler-1314 b,5.2,,0.0504,36.31,4141.0,0.592,0
Kepler-1314 b,5.2,,0.0504,36.31,4141.0,0.592,0
Kepler-1314 b,5.15,,0.0504,36.05,4137.0,0.591,0
Kepler-1314 b,5.2,,0.0504,36.31,4141.0,0.592,0
Kepler-1315 b,1.287,,0.01617,885.1,4780.0,0.703,0
Kepler-1315 b,1.7,,0.0163,1329.99,4818.0,0.856,0
Kepler-1315 b,1.57,,0.0163,1329.99,4818.0,0.856,0
Kepler-1315 b,1.57,,0.0163,1329.99,4818.0,0.856,0
Kepler-1315 b,1.57,,0.0163,1329.99,4818.0,0.856,0
Kepler-1315 c,1.72,,0.064,86.27,4818.0,0.856,0
Kepler-1315 c,1.72,,0.064,86.27,4818.0,0.856,0
Kepler-1315 c,1.72,,0.064,86.27,4818.0,0.856,0
Kepler-1315 c,1.412,,0.0635,57.6,4780.0,0.703,0
Kepler-1315 c,1.83,,0.064,86.27,4818.0,0.856,0
Kepler-1316 b,2.7,,0.3793,5.14,5821.0,0.848,0
Kepler-1316 b,3.39,,0.3859,9.37,5837.0,1.159,0
Kepler-1316 b,3.765,,0.39765,9.8,5936.0,1.18,0
Kepler-1316 b,2.7,,0.3793,5.14,5821.0,0.848,0
Kepler-1316 b,2.7,,0.3793,5.14,5821.0,0.848,0
Kepler-1317 b,1.49,,0.0128,2473.19,5223.0,0.78,0
Kepler-1317 b,1.51,,0.0129,2484.47,5216.0,0.79,0
Kepler-1317 b,1.51,,0.0129,2484.47,5216.0,0.79,0
Kepler-1317 b,1.51,,0.0129,2484.47,5216.0,0.79,0
Kepler-1318 b,2.72,,0.6085,0.39,4477.0,0.637,0
Kepler-1318 b,2.85,,0.6085,0.39,4476.0,0.637,0
Kepler-1318 b,2.85,,0.6085,0.39,4476.0,0.637,0
Kepler-1318 b,2.85,,0.6085,0.39,4476.0,0.637,0
Kepler-1319 b,0.67,,0.0256,12.91,3400.0,0.266,0
Kepler-1319 b,0.67,,0.0256,12.91,3400.0,0.266,0
Kepler-1319 b,0.67,,0.0256,12.91,3400.0,0.266,0
Kepler-1319 b,1.24,,0.0296,22.75,3483.0,0.389,0
Kepler-132 b,1.04,,0.0641,292.35,5921.0,1.045,0
Kepler-132 b,1.04,,0.0641,292.35,5921.0,1.045,0
Kepler-132 b,1.033,,0.06432,284.8,5910.0,1.038,0
Kepler-132 b,1.22,,0.0643,324.69,5931.0,1.101,0
Kepler-132 b,1.04,,0.0641,292.35,5921.0,1.045,0
Kepler-132 c,1.4,,0.0659,309.12,5931.0,1.101,0
Kepler-132 c,1.24,,0.0657,278.29,5921.0,1.045,0
Kepler-132 c,1.234,,0.06596,271.0,5910.0,1.038,0
Kepler-132 c,1.24,,0.0657,278.29,5921.0,1.045,0
Kepler-132 c,1.24,,0.0657,278.29,5921.0,1.045,0
Kepler-132 d,1.41,,0.1308,70.21,5921.0,1.045,0
Kepler-132 d,1.41,,0.1308,70.21,5921.0,1.045,0
Kepler-132 d,1.399,,0.13125,68.6,5910.0,1.038,0
Kepler-132 d,1.93,,0.1312,77.99,5931.0,1.101,0
Kepler-132 d,1.41,,0.1308,70.21,5921.0,1.045,0
Kepler-132 e,1.41,,0.4393,6.96,5931.0,1.101,0
Kepler-132 e,1.125,,0.43927,6.1,5910.0,1.038,0
Kepler-132 e,1.14,,0.4378,6.27,5921.0,1.045,0
Kepler-132 e,1.14,,0.4378,6.27,5921.0,1.045,0
Kepler-132 e,1.14,,0.4378,6.27,5921.0,1.045,0
Kepler-1320 b,1.71,,0.0164,930.93,4790.0,0.729,0
Kepler-1320 b,1.71,,0.0164,930.93,4790.0,0.729,0
Kepler-1320 b,1.52,,0.0163,880.33,4792.0,0.704,0
Kepler-1320 b,1.71,,0.0164,930.93,4790.0,0.729,0
Kepler-1321 b,6.63,,0.0882,21.2,4385.0,0.706,0
Kepler-1321 b,6.63,,0.0882,21.2,4385.0,0.706,0
Kepler-1321 b,4.04,,0.0781,6.52,3640.0,0.503,0
Kepler-1321 b,6.63,,0.0882,21.2,4385.0,0.706,0
Kepler-1321 c,2.1,,0.0267,55.76,3640.0,0.503,0
Kepler-1321 c,3.26,,0.0302,180.83,4385.0,0.706,0
Kepler-1321 c,3.26,,0.0302,180.83,4385.0,0.706,0
Kepler-1321 c,3.26,,0.0302,180.83,4385.0,0.706,0
Kepler-1321 d,1.78,,0.0501,15.84,3640.0,0.503,0
Kepler-1321 d,3.08,,0.0566,51.48,4385.0,0.706,0
Kepler-1321 d,3.08,,0.0566,51.48,4385.0,0.706,0
Kepler-1321 d,3.08,,0.0566,51.48,4385.0,0.706,0
Kepler-1322 b,1.48,,0.0183,1805.59,5693.0,0.802,0
Kepler-1322 b,1.48,,0.0183,1805.59,5693.0,0.802,0
Kepler-1322 b,1.52,,0.0183,1828.67,5704.0,0.804,0
Kepler-1322 b,1.48,,0.0183,1805.59,5693.0,0.802,0
Kepler-1322 c,1.8,,0.0652,144.06,5704.0,0.804,0
Kepler-1322 c,1.64,,0.0651,142.68,5693.0,0.802,0
Kepler-1322 c,1.64,,0.0651,142.68,5693.0,0.802,0
Kepler-1322 c,1.64,,0.0651,142.68,5693.0,0.802,0
Kepler-1323 b,1.44,,0.0195,7201.7,6437.0,1.335,0
Kepler-1323 b,1.44,,0.0195,7201.7,6437.0,1.335,0
Kepler-1323 b,1.317,,0.01911,4948.4,6063.0,1.221,0
Kepler-1323 b,1.44,,0.0195,7201.7,6437.0,1.335,0
Kepler-1323 b,1.48,,0.0191,6514.57,6039.0,1.413,0
Kepler-1324 b,1.71,,0.0466,151.55,4827.0,0.823,0
Kepler-1324 b,1.93,,0.0466,151.55,4827.0,0.823,0
Kepler-1324 b,1.71,,0.0466,151.55,4827.0,0.823,0
Kepler-1324 b,1.71,,0.0466,151.55,4827.0,0.823,0
Kepler-1325 b,2.77,,0.2039,17.97,5717.0,0.884,0
Kepler-1325 b,2.77,,0.2039,17.97,5717.0,0.884,0
Kepler-1325 b,3.52,,0.2004,24.0,5533.0,1.072,0
Kepler-1325 b,2.77,,0.2039,17.97,5717.0,0.884,0
Kepler-1326 b,3.44,,0.2596,57.92,6856.0,1.405,0
Kepler-1326 b,3.44,,0.2596,57.92,6856.0,1.405,0
Kepler-1326 b,3.44,,0.2596,57.92,6856.0,1.405,0
Kepler-1326 b,6.3,,0.2743,182.91,6864.0,2.632,0
Kepler-1327 b,1.9,,0.1186,112.85,6143.0,1.116,0
Kepler-1327 b,1.9,,0.1186,112.85,6143.0,1.116,0
Kepler-1327 b,1.96,,0.1186,112.85,6143.0,1.116,0
Kepler-1327 b,1.9,,0.1186,112.85,6143.0,1.116,0
Kepler-1327 b,1.776,,0.11151,79.9,5646.0,1.045,0
Kepler-1328 b,0.94,,0.0535,323.28,5941.0,0.911,0
Kepler-1328 b,1.334,,0.052,544.7,5597.0,1.294,0
Kepler-1328 b,1.31,,0.0529,513.68,5576.0,1.289,0
Kepler-1328 b,0.94,,0.0535,323.28,5941.0,0.911,0
Kepler-1328 b,0.94,,0.0535,323.28,5941.0,0.911,0
Kepler-1329 b,2.05,,0.0747,26.22,4442.0,0.648,0
Kepler-1329 b,2.05,,0.0747,26.22,4442.0,0.648,0
Kepler-1329 b,2.39,,0.0747,26.22,4442.0,0.648,0
Kepler-1329 b,2.05,,0.0747,26.22,4442.0,0.648,0
Kepler-133 b,1.87,,0.0791,312.97,5588.0,1.498,0
Kepler-133 b,2.04,,0.0791,277.89,5611.0,1.4,0
Kepler-133 b,2.013,,0.08356,356.1,5712.0,1.615,0
Kepler-133 b,1.87,,0.0791,312.97,5588.0,1.498,0
Kepler-133 b,1.87,,0.0791,312.97,5588.0,1.498,0
Kepler-133 c,2.94,,0.1952,51.39,5588.0,1.498,0
Kepler-133 c,2.94,,0.1952,51.39,5588.0,1.498,0
Kepler-133 c,2.94,,0.1952,51.39,5588.0,1.498,0
Kepler-133 c,3.172,,0.20624,58.6,5712.0,1.615,0
Kepler-133 c,2.72,,0.1951,45.68,5611.0,1.4,0
Kepler-1330 b,1.72,,0.0933,103.86,5754.0,0.96,0
Kepler-1330 b,1.72,,0.0933,103.86,5754.0,0.96,0
Kepler-1330 b,1.72,,0.0933,103.86,5754.0,0.96,0
Kepler-1330 b,1.98,,0.0889,140.75,5480.0,1.174,0
Kepler-1331 b,0.96,,0.0142,564.46,4258.0,0.622,0
Kepler-1331 b,0.91,,0.0142,564.46,4258.0,0.622,0
Kepler-1331 b,0.96,,0.0142,564.46,4258.0,0.622,0
Kepler-1331 b,0.96,,0.0142,564.46,4258.0,0.622,0
Kepler-1332 b,1.14,,0.0937,56.55,5578.0,0.757,0
Kepler-1332 b,1.32,,0.0986,66.33,5523.0,0.88,0
Kepler-1332 b,1.14,,0.0937,56.55,5578.0,0.757,0
Kepler-1332 b,1.14,,0.0937,56.55,5578.0,0.757,0
Kepler-1332 b,1.389,,0.09915,75.3,5581.0,0.921,0
Kepler-1333 b,4.85,,0.4382,7.95,5332.0,1.453,0
Kepler-1333 b,2.46,,0.4277,3.16,5649.0,0.797,0
Kepler-1333 b,2.46,,0.4277,3.16,5649.0,0.797,0
Kepler-1333 b,2.46,,0.4277,3.16,5649.0,0.797,0
Kepler-1334 b,2.31,,0.1229,60.08,5896.0,0.916,0
Kepler-1334 b,2.31,,0.1229,60.08,5896.0,0.916,0
Kepler-1334 b,2.18,,0.1229,60.08,5896.0,0.916,0
Kepler-1334 b,2.31,,0.1229,60.08,5896.0,0.916,0
Kepler-1335 b,1.61,,0.0615,101.27,5032.0,0.817,0
Kepler-1335 b,1.55,,0.0615,101.27,5032.0,0.817,0
Kepler-1335 b,1.61,,0.0615,101.27,5032.0,0.817,0
Kepler-1335 b,1.61,,0.0615,101.27,5032.0,0.817,0
Kepler-1336 b,1.3,,0.157,28.95,5717.0,0.864,0
Kepler-1336 b,1.3,,0.157,28.95,5717.0,0.864,0
Kepler-1336 b,1.3,,0.157,28.95,5717.0,0.864,0
Kepler-1336 b,2.618,,0.15845,99.8,5499.0,1.748,0
Kepler-1336 b,2.61,,0.1595,93.34,5416.0,1.756,0
Kepler-1336 c,2.17,,0.0631,596.37,5416.0,1.756,0
Kepler-1336 c,1.03,,0.0621,185.07,5717.0,0.864,0
Kepler-1336 c,2.097,,0.06272,637.6,5499.0,1.748,0
Kepler-1336 c,1.03,,0.0621,185.07,5717.0,0.864,0
Kepler-1336 c,1.03,,0.0621,185.07,5717.0,0.864,0
Kepler-1337 b,2.42,,0.1441,8.64,4583.0,0.674,0
Kepler-1337 b,2.42,,0.1441,8.64,4583.0,0.674,0
Kepler-1337 b,2.47,,0.1441,8.64,4583.0,0.674,0
Kepler-1337 b,2.42,,0.1441,8.64,4583.0,0.674,0
Kepler-1338 b,1.05,,0.0193,4811.82,5874.0,1.297,0
Kepler-1338 b,0.92,,0.0188,3940.07,6002.0,1.095,0
Kepler-1338 b,0.92,,0.0188,3940.07,6002.0,1.095,0
Kepler-1338 b,1.076,,0.01937,4523.1,5834.0,1.278,0
Kepler-1338 b,0.92,,0.0188,3940.07,6002.0,1.095,0
Kepler-1339 b,1.08,,0.0233,3537.74,5738.0,1.407,0
Kepler-1339 b,1.08,,0.0233,3537.74,5738.0,1.407,0
Kepler-1339 b,0.954,,0.02356,3005.5,5874.0,1.249,0
Kepler-1339 b,0.74,,0.0234,1715.26,5779.0,0.97,0
Kepler-1339 b,1.08,,0.0233,3537.74,5738.0,1.407,0
Kepler-134 b,2.58,,0.0644,687.55,6068.0,1.533,0
Kepler-134 b,1.94,,0.059,351.52,5923.0,1.054,0
Kepler-134 b,2.58,,0.0644,687.55,6068.0,1.533,0
Kepler-134 b,1.634,,0.05874,299.5,5918.0,0.969,0
Kepler-134 b,2.58,,0.0644,687.55,6068.0,1.533,0
Kepler-134 c,1.031,,0.09014,127.2,5918.0,0.969,0
Kepler-134 c,1.63,,0.0988,292.12,6068.0,1.533,0
Kepler-134 c,1.63,,0.0988,292.12,6068.0,1.533,0
Kepler-134 c,1.63,,0.0988,292.12,6068.0,1.533,0
Kepler-134 c,1.28,,0.0905,149.4,5923.0,1.054,0
Kepler-1340 b,0.98,,0.0151,4339.54,5957.0,0.937,0
Kepler-1340 b,0.98,,0.0151,4339.54,5957.0,0.937,0
Kepler-1340 b,0.98,,0.0151,4339.54,5957.0,0.937,0
Kepler-1340 b,1.038,,0.01523,4606.7,5909.0,0.988,0
Kepler-1340 b,1.11,,0.0153,5246.66,5884.0,1.07,0
Kepler-1341 b,2.51,,0.4498,0.8,4523.0,0.659,0
Kepler-1341 b,2.7,,0.4516,0.8,4530.0,0.657,0
Kepler-1341 b,2.968,,0.47267,1.0,4683.0,0.724,0
Kepler-1341 b,2.7,,0.4516,0.8,4530.0,0.657,0
Kepler-1341 b,2.7,,0.4516,0.8,4530.0,0.657,0
Kepler-1342 b,1.64,,0.0313,638.56,5417.0,0.901,0
Kepler-1342 b,1.64,,0.0313,638.56,5417.0,0.901,0
Kepler-1342 b,1.64,,0.0313,638.56,5417.0,0.901,0
Kepler-1342 b,1.7,,0.0313,638.56,5417.0,0.901,0
Kepler-1343 b,1.88,,0.0449,661.69,6198.0,1.005,0
Kepler-1343 b,2.11,,0.0449,671.28,6208.0,1.009,0
Kepler-1343 b,2.11,,0.0449,671.28,6208.0,1.009,0
Kepler-1343 b,2.11,,0.0449,671.28,6208.0,1.009,0
Kepler-1344 b,1.79,,0.0568,522.81,6237.0,1.116,0
Kepler-1344 b,1.79,,0.0568,522.81,6237.0,1.116,0
Kepler-1344 b,1.814,,0.05501,435.0,5815.0,1.133,0
Kepler-1344 b,1.78,,0.0568,522.81,6237.0,1.116,0
Kepler-1344 b,1.79,,0.0568,522.81,6237.0,1.116,0
Kepler-1345 b,2.691,,0.26412,64.4,6333.0,1.764,0
Kepler-1345 b,2.31,,0.2638,54.56,6763.0,1.424,0
Kepler-1345 b,2.17,,0.2638,54.56,6763.0,1.424,0
Kepler-1345 b,2.17,,0.2638,54.56,6763.0,1.424,0
Kepler-1345 b,2.17,,0.2638,54.56,6763.0,1.424,0
Kepler-1346 b,1.19,,0.044,552.42,6177.0,0.906,0
Kepler-1346 b,1.19,,0.044,552.42,6177.0,0.906,0
Kepler-1346 b,1.19,,0.044,552.42,6177.0,0.906,0
Kepler-1346 b,1.34,,0.044,552.42,6177.0,0.906,0
Kepler-1347 b,0.99,,0.104,34.32,5153.0,0.767,0
Kepler-1347 b,0.99,,0.104,34.32,5153.0,0.767,0
Kepler-1347 b,0.98,,0.104,34.32,5153.0,0.767,0
Kepler-1347 b,0.99,,0.104,34.32,5153.0,0.767,0
Kepler-1348 b,1.48,,0.1716,24.89,5977.0,0.801,0
Kepler-1348 b,1.94,,0.1834,38.62,5912.0,1.09,0
Kepler-1348 b,1.48,,0.1716,24.89,5977.0,0.801,0
Kepler-1348 b,1.48,,0.1716,24.89,5977.0,0.801,0
Kepler-1349 b,0.7,,0.0341,1831.55,5952.0,1.377,0
Kepler-1349 b,0.69,,0.0338,1875.33,5998.0,1.36,0
Kepler-1349 b,0.69,,0.0338,1875.33,5998.0,1.36,0
Kepler-1349 b,0.694,,0.03421,1822.2,5970.0,1.369,0
Kepler-1349 b,0.69,,0.0338,1875.33,5998.0,1.36,0
Kepler-135 b,1.72,,0.0686,462.88,6388.0,1.209,0
Kepler-135 b,1.72,,0.0686,462.88,6388.0,1.209,0
Kepler-135 b,1.72,,0.0686,462.88,6388.0,1.209,0
Kepler-135 b,2.014,,0.06566,543.9,6014.0,1.413,0
Kepler-135 b,2.33,,0.0697,504.79,6204.0,1.36,0
Kepler-135 c,1.07,,0.1054,196.08,6388.0,1.209,0
Kepler-135 c,1.247,,0.10102,229.7,6014.0,1.413,0
Kepler-135 c,1.07,,0.1054,196.08,6388.0,1.209,0
Kepler-135 c,1.32,,0.1072,213.39,6204.0,1.36,0
Kepler-135 c,1.07,,0.1054,196.08,6388.0,1.209,0
Kepler-1350 b,2.13,,0.0413,19.34,3698.0,0.444,0
Kepler-1350 b,2.13,,0.0413,19.34,3698.0,0.444,0
Kepler-1350 b,1.93,,0.0413,19.34,3698.0,0.444,0
Kepler-1350 b,2.13,,0.0413,19.34,3698.0,0.444,0
Kepler-1350 c,1.48,,0.0222,66.95,3698.0,0.444,0
Kepler-1350 c,1.48,,0.0222,66.95,3698.0,0.444,0
Kepler-1350 c,1.48,,0.0222,66.95,3698.0,0.444,0
Kepler-1350 c,1.4,,0.0222,66.95,3698.0,0.444,0
Kepler-1351 b,0.6,,0.0156,507.47,4374.0,0.614,0
Kepler-1351 b,0.6,,0.0156,507.47,4374.0,0.614,0
Kepler-1351 b,0.6,,0.0156,507.47,4374.0,0.614,0
Kepler-1351 b,0.6,,0.0156,507.47,4374.0,0.614,0
Kepler-1352 b,0.81,,0.03,2041.7,6324.0,1.133,0
Kepler-1352 b,0.78,,0.03,1977.35,6324.0,1.115,0
Kepler-1352 b,0.81,,0.03,2041.7,6324.0,1.133,0
Kepler-1352 b,0.886,,0.02883,1975.5,5870.0,1.243,0
Kepler-1352 b,0.81,,0.03,2041.7,6324.0,1.133,0
Kepler-1353 b,2.03,,0.153,13.7,4852.0,0.804,0
Kepler-1353 b,2.03,,0.153,13.7,4852.0,0.804,0
Kepler-1353 b,2.03,,0.153,13.7,4852.0,0.804,0
Kepler-1353 b,2.1,,0.153,13.7,4852.0,0.804,0
Kepler-1354 b,2.48,,0.3522,10.9,6170.0,1.021,0
Kepler-1354 b,2.61,,0.3521,11.12,6173.0,1.03,0
Kepler-1354 b,2.48,,0.3522,10.9,6170.0,1.021,0
Kepler-1354 b,2.48,,0.3522,10.9,6170.0,1.021,0
Kepler-1355 b,1.39,,0.0224,1045.87,5471.0,0.809,0
Kepler-1355 b,1.38,,0.0224,1040.23,5467.0,0.808,0
Kepler-1355 b,1.39,,0.0224,1045.87,5471.0,0.809,0
Kepler-1355 b,1.39,,0.0224,1045.87,5471.0,0.809,0
Kepler-1356 b,1.45,,0.0136,2059.81,5238.0,0.752,0
Kepler-1356 b,1.45,,0.0136,2059.81,5238.0,0.752,0
Kepler-1356 b,1.35,,0.0136,2030.16,5226.0,0.75,0
Kepler-1356 b,1.45,,0.0136,2059.81,5238.0,0.752,0
Kepler-1357 b,1.22,,0.041,452.27,5713.0,0.893,0
Kepler-1357 b,1.12,,0.039,432.97,5834.0,0.797,0
Kepler-1357 b,1.12,,0.039,432.97,5834.0,0.797,0
Kepler-1357 b,1.12,,0.039,432.97,5834.0,0.797,0
Kepler-1358 b,1.16,,0.0656,110.22,5305.0,0.818,0
Kepler-1358 b,1.16,,0.0656,110.22,5305.0,0.818,0
Kepler-1358 b,1.16,,0.0656,110.22,5305.0,0.818,0
Kepler-1358 b,1.21,,0.0656,110.22,5305.0,0.818,0
Kepler-1359 b,3.24,,0.2769,4.36,4817.0,0.833,0
Kepler-1359 b,3.24,,0.2769,4.36,4817.0,0.833,0
Kepler-1359 b,3.24,,0.2769,4.36,4817.0,0.833,0
Kepler-1359 b,2.92,,0.2769,4.36,4817.0,0.833,0
Kepler-1359 b,2.511,,0.26657,2.6,4699.0,0.647,0
Kepler-136 b,1.97,,0.1054,163.29,6156.0,1.188,0
Kepler-136 b,2.06,,0.1062,193.48,6156.0,1.303,0
Kepler-136 b,1.97,,0.1054,163.29,6156.0,1.188,0
Kepler-136 b,1.97,,0.1054,163.29,6156.0,1.188,0
Kepler-136 c,1.8,,0.1329,102.7,6156.0,1.188,0
Kepler-136 c,1.8,,0.1329,102.7,6156.0,1.188,0
Kepler-136 c,1.8,,0.1329,102.7,6156.0,1.188,0
Kepler-136 c,1.94,,0.134,121.53,6156.0,1.303,0
Kepler-1360 b,5.92,,0.2866,178.81,6443.0,3.086,0
Kepler-1360 b,2.2,,0.248,29.98,6269.0,1.155,0
Kepler-1360 b,2.2,,0.248,29.98,6269.0,1.155,0
Kepler-1360 b,2.2,,0.248,29.98,6269.0,1.155,0
Kepler-1361 b,0.838,,0.04304,183.9,5037.0,0.768,0
Kepler-1361 b,0.89,,0.0431,299.19,5213.0,0.917,0
Kepler-1361 b,1.0,,0.0431,299.19,5213.0,0.917,0
Kepler-1361 b,1.0,,0.0431,299.19,5213.0,0.917,0
Kepler-1361 b,1.0,,0.0431,299.19,5213.0,0.917,0
Kepler-1362 b,2.43,,0.46,0.94,4650.0,0.688,0
Kepler-1362 b,2.43,,0.46,0.94,4650.0,0.688,0
Kepler-1362 b,2.43,,0.46,0.94,4650.0,0.688,0
Kepler-1362 b,2.35,,0.4626,0.89,4648.0,0.675,0
Kepler-1363 b,1.22,,0.0363,225.15,4901.0,0.758,0
Kepler-1363 b,1.29,,0.0363,225.15,4901.0,0.758,0
Kepler-1363 b,1.29,,0.0363,225.15,4901.0,0.758,0
Kepler-1363 b,1.29,,0.0363,225.15,4901.0,0.758,0
Kepler-1364 b,1.94,,0.1231,351.26,6982.0,1.582,0
Kepler-1364 b,1.94,,0.1231,351.26,6982.0,1.582,0
Kepler-1364 b,2.88,,0.1284,672.06,6995.0,2.274,0
Kepler-1364 b,1.94,,0.1231,351.26,6982.0,1.582,0
Kepler-1365 b,1.384,,0.07839,403.5,5700.0,1.618,0
Kepler-1365 b,0.79,,0.0768,148.79,5831.0,0.921,0
Kepler-1365 b,0.92,,0.075,208.61,5727.0,1.104,0
Kepler-1365 b,0.79,,0.0768,148.79,5831.0,0.921,0
Kepler-1365 b,0.79,,0.0768,148.79,5831.0,0.921,0
Kepler-1365 c,0.66,,0.0558,281.86,5831.0,0.921,0
Kepler-1365 c,1.152,,0.05701,762.9,5700.0,1.618,0
Kepler-1365 c,0.81,,0.0545,395.06,5727.0,1.104,0
Kepler-1365 c,0.66,,0.0558,281.86,5831.0,0.921,0
Kepler-1365 c,0.66,,0.0558,281.86,5831.0,0.921,0
Kepler-1366 b,1.27,,0.0273,88.91,3941.0,0.554,0
Kepler-1366 b,1.28,,0.0269,83.44,3900.0,0.54,0
Kepler-1366 b,1.28,,0.0269,83.44,3900.0,0.54,0
